FY,Park,Park Type,Park Score,PSA,Supervisor District
2018,Pine Lake Park,Regional Park,0.834,PSA4,4
2018,Portsmouth Square,Neighborhood Park or Playground,0.862,PSA1,3
2018,Potrero del Sol,Neighborhood Park or Playground,0.818,PSA6,9
2018,Potrero Hill Rec Center,Neighborhood Park or Playground,0.969,PSA2,10
2018,Precita Park,Neighborhood Park or Playground,0.861,PSA6,9
2018,Prentiss Mini Park,Mini Park,0.95,PSA6,9
2018,Presidio Heights Playground,Neighborhood Park or Playground,0.821,PSA1,2
2018,Presidio Wall Playground,Neighborhood Park or Playground,0.893,PSA1,2
2018,Randolph & Bright Mini Park,Mini Park,0.716,PSA4,11
2018,Raymond Kimball Playground,Neighborhood Park or Playground,0.899,PSA2,5
2018,Richmond Playground,Neighborhood Park or Playground,0.94,PSA1,1
2018,Richmond Rec Center,Neighborhood Park or Playground,0.972,PSA1,1
2018,Rochambeau Playground,Neighborhood Park or Playground,0.925,PSA1,1
2018,Rolph Nicol Playground,Neighborhood Park or Playground,0.863,PSA4,4
2018,Roosevelt & Henry Stairs,Mini Park,0.885,PSA5,8
2018,Saturn Street Steps,Mini Park,0.848,PSA5,8
2018,Selby & Palou Mini Park,Mini Park,0.828,PSA3,10
2018,Seward Mini Park,Mini Park,0.896,PSA5,8
2018,Sgt. John Macaulay Park,Mini Park,0.906,PSA2,5
2018,Sigmund Stern Recreation Grove,Regional Park,0.839,PSA4,4
2018,Silver Terrace Playground,Neighborhood Park or Playground,0.872,PSA3,10
2018,SOMA West Dog Park,Neighborhood Park or Playground,0.844,PSA2,6
2018,SOMA West Skate Park,Neighborhood Park or Playground,0.723,PSA2,6
2018,South Park,Neighborhood Park or Playground,0.959,PSA2,6
2018,South Sunset Playground,Neighborhood Park or Playground,0.853,PSA4,4
2018,St. Mary's Rec Center,Neighborhood Park or Playground,0.93,PSA6,9
2018,St. Mary's Square,Civic Plaza or Square,0.939,PSA1,3
2018,States Street Playground,Neighborhood Park or Playground,0.847,PSA5,8
2018,Sue Bierman Park,Neighborhood Park or Playground,0.855,PSA1,3
2018,Sunnyside Conservatory,Mini Park,0.957,PSA5,7
2018,Sunnyside Playground,Neighborhood Park or Playground,0.901,PSA5,7
2018,Sunset Rec Center,Neighborhood Park or Playground,0.933,PSA4,4
2018,Telegraph Hill - Pioneer Park,Civic Plaza or Square,0.915,PSA1,3
2018,Tenderloin Recreation Center,Neighborhood Park or Playground,0.898,PSA2,5
2018,Turk & Hyde Mini Park,Mini Park,0.859,PSA2,5
2018,Union Square,Civic Plaza or Square,0.901,PSA2,3
2018,Upper Noe Rec Center,Neighborhood Park or Playground,0.968,PSA5,8
2018,Victoria Manalo Draves Park,Neighborhood Park or Playground,0.917,PSA2,6
2018,Visitacion Valley Greenway,Neighborhood Park or Playground,0.923,PSA3,10
2018,Visitacion Valley Playground,Neighborhood Park or Playground,0.87,PSA3,10
2018,Walter Haas Playground,Neighborhood Park or Playground,0.831,PSA5,8
2018,Washington & Hyde Mini Park,Mini Park,0.886,PSA1,3
2018,Washington Square,Civic Plaza or Square,0.847,PSA1,3
2018,West Portal Playground,Neighborhood Park or Playground,0.895,PSA4,7
2018,West Sunset Playground,Neighborhood Park or Playground,0.936,PSA4,4
2018,Willie Woo Woo Wong Playground,Neighborhood Park or Playground,0.913,PSA1,3
2018,Woh Hei Yuen Playground,Neighborhood Park or Playground,0.92,PSA1,3
2018,Yacht Harbor and Marina Green,Regional Park,0.826,PSA1,2
2018,Youngblood-Coleman Playground,Neighborhood Park or Playground,0.905,PSA3,10
2017,10th Ave & Clement Mini Park,Mini Park,0.958,PSA1,1
2017,24th & York Mini Park,Mini Park,0.977,PSA6,9
2017,Adam Rodgers Park,Neighborhood Park or Playground,0.716,PSA3,10
2017,Alamo Square,Neighborhood Park or Playground,0.967,PSA2,5
2017,Alice Chalmers Playground,Neighborhood Park or Playground,0.637,PSA3,11
2017,Alice Marble Tennis Courts,Neighborhood Park or Playground,0.937,PSA1,3
2017,Alioto Mini Park,Mini Park,0.887,PSA6,9
2017,Allyne Park,Neighborhood Park or Playground,0.943,PSA1,2
2017,Alta Plaza Park,Neighborhood Park or Playground,0.876,PSA1,2
2017,Angelo J. Rossi Playground,Neighborhood Park or Playground,0.954,PSA1,1
2017,Aptos Playground,Neighborhood Park or Playground,0.854,PSA4,7
2017,Argonne Playground,Neighborhood Park or Playground,0.953,PSA1,1
2017,Balboa Park,Neighborhood Park or Playground,0.875,PSA5,11
2017,Bayview K.C. Jones Playground,Neighborhood Park or Playground,0.868,PSA3,10
2017,Beideman & O'Farrell Mini Park,Mini Park,0.936,PSA2,5
2017,Bernal Heights Rec Center,Neighborhood Park or Playground,0.911,PSA6,9
2017,Betty Ann Ong Chinese Rec Center,Neighborhood Park or Playground,0.987,PSA1,3
2017,Broadway Tunnel West Mini Park,Mini Park,0.912,PSA1,3
2017,Brooks Park,Neighborhood Park or Playground,0.87,PSA4,11
2017,Buchanan Street Mall,Neighborhood Park or Playground,0.733,PSA2,5
2017,Buena Vista Park,Regional Park,0.8,PSA5,8
2017,Bush & Broderick Mini Park,Mini Park,0.898,PSA2,2
2017,Cabrillo Playground,Neighborhood Park or Playground,0.99,PSA1,1
2017,Carl Larsen Park,Neighborhood Park or Playground,0.826,PSA4,4
2017,Cayuga & Lamartine Mini Park,Mini Park,0.862,PSA5,11
2017,Cayuga Playground,Neighborhood Park or Playground,0.901,PSA3,11
2017,Coleridge Mini Park,Mini Park,0.961,PSA6,9
2017,Collis P. Huntington Park,Civic Plaza or Square,0.976,PSA1,3
2017,Corona Heights Park,Neighborhood Park or Playground,0.872,PSA5,8
2017,Coso & Precita Mini Park,Mini Park,0.838,PSA6,9
2017,Cottage Row Mini Park,Mini Park,0.941,PSA2,5
2017,Cow Hollow Playground,Neighborhood Park or Playground,0.941,PSA1,2
2017,Crocker Amazon Playground,Neighborhood Park or Playground,0.851,PSA3,11
2017,Douglass Playground,Neighborhood Park or Playground,0.846,PSA5,8
2017,Duboce Park,Neighborhood Park or Playground,0.869,PSA6,8
2017,DuPont Tennis Courts,Neighborhood Park or Playground,0.937,PSA1,1
2017,Embarcadero Plaza,Civic Plaza or Square,0.763,PSA1,3
2017,Esprit Park,Neighborhood Park or Playground,0.899,PSA2,10
2017,Eugene Friend Rec Center,Neighborhood Park or Playground,0.847,PSA2,6
2017,Eureka Valley Rec Center,Neighborhood Park or Playground,0.857,PSA5,8
2017,Excelsior Playground,Neighborhood Park or Playground,0.765,PSA3,11
2017,Fallen Bridge Mini Park,Mini Park,0.943,PSA2,10
2017,Father Alfred E. Boeddeker Park,Neighborhood Park or Playground,0.952,PSA2,5
2017,Fay Park,Neighborhood Park or Playground,0.976,PSA1,3
2017,Fillmore & Turk Mini Park,Mini Park,0.894,PSA2,5
2017,Franklin Square,Neighborhood Park or Playground,0.786,PSA2,9
2017,Fulton Playground,Neighborhood Park or Playground,0.995,PSA1,1
2017,Garfield Square,Neighborhood Park or Playground,0.876,PSA6,9
2017,George Christopher Playground,Neighborhood Park or Playground,0.922,PSA5,8
2017,Gilman Playground,Neighborhood Park or Playground,0.912,PSA3,10
2017,Glen Canyon Park,Regional Park,0.886,PSA5,8
2017,Golden Gate & Steiner Mini Park,Mini Park,0.938,PSA2,5
2017,Golden Gate Heights Park,Neighborhood Park or Playground,0.836,PSA4,7
2017,Golden Gate Park,Regional Park,0.854,GGP,1
2017,Grattan Playground,Neighborhood Park or Playground,0.821,PSA2,8
2017,Hamilton Rec Center,Neighborhood Park or Playground,0.955,PSA2,5
2017,Hayes Valley Playground,Neighborhood Park or Playground,0.944,PSA2,5
2017,Head & Brotherood Mini Park,Mini Park,0.833,PSA4,11
2017,Helen Wills Playground,Neighborhood Park or Playground,0.934,PSA1,3
2017,Herz Playground,Neighborhood Park or Playground,0.815,PSA3,10
2017,Hilltop Park,Neighborhood Park or Playground,0.852,PSA3,10
2017,Holly Park,Neighborhood Park or Playground,0.876,PSA6,9
2017,Hyde & Vallejo Mini Park,Mini Park,0.966,PSA1,3
2017,Ina Coolbrith Park,Mini Park,0.901,PSA1,3
2017,India Basin - Shoreline Park,Neighborhood Park or Playground,0.734,PSA3,10
2017,J.P. Murphy Playground,Neighborhood Park or Playground,0.921,PSA4,7
2017,Jackson Playground,Neighborhood Park or Playground,0.901,PSA2,10
2017,James Rolph Jr. Playground,Neighborhood Park or Playground,0.882,PSA6,9
2017,Japantown Peace Plaza,Civic Plaza or Square,0.807,PSA2,5
2017,Jefferson Square,Neighborhood Park or Playground,0.862,PSA2,5
2017,Joe DiMaggio Playground,Neighborhood Park or Playground,0.959,PSA1,3
2017,John McLaren Park,Neighborhood Park or Playground,0.737,PSA3,"9, 10, 11"
2017,Joost & Baden Mini Park,Mini Park,0.869,PSA5,8
2017,Jose Coronado Playground,Neighborhood Park or Playground,0.92,PSA6,9
2017,Joseph Conrad Mini Park,Mini Park,0.902,PSA1,3
2017,Joseph L. Alioto Performing Arts Piazza,Civic Plaza or Square,0.792,PSA2,5
2017,Joseph Lee Rec Center,Neighborhood Park or Playground,0.879,PSA3,10
2017,Junipero Serra Playground,Neighborhood Park or Playground,0.91,PSA4,7
2017,Juri Commons,Mini Park,0.864,PSA6,8
2017,Kelloch & Velasco Mini Park,Mini Park,0.828,PSA3,10
2017,Kid Power Park,Neighborhood Park or Playground,0.953,PSA6,9
2017,Koshland Park,Neighborhood Park or Playground,0.804,PSA2,5
2017,Lafayette Park,Neighborhood Park or Playground,0.931,PSA1,2
2017,Lake Merced Park,Regional Park,0.819,PSA4,7
2017,Laurel Hill Playground,Neighborhood Park or Playground,0.924,PSA1,2
2017,Lessing & Sears Mini Park,Mini Park,0.836,PSA3,11
2017,Lincoln Park,Regional Park,0.76,PSA1,1
2017,Little Hollywood Park,Neighborhood Park or Playground,0.902,PSA3,10
2017,Louis Sutter Playground,Neighborhood Park or Playground,0.876,PSA3,9
2017,Lower Great Highway,Parkway,0.797,PSA4,1
2017,Margaret S.Hayward Playground,Neighborhood Park or Playground,0.863,PSA2,5
2017,Maritime Plaza,Civic Plaza or Square,0.918,PSA1,3
2017,McCoppin Square,Neighborhood Park or Playground,0.855,PSA4,4
2017,McKinley Square,Neighborhood Park or Playground,0.92,PSA2,10
2017,Merced Heights Playground,Neighborhood Park or Playground,0.91,PSA4,11
2017,Michelangelo Playground,Neighborhood Park or Playground,0.931,PSA1,3
2017,Midtown Terrace Playground,Neighborhood Park or Playground,0.926,PSA4,7
2017,Minnie and Lovie Rec Center,Neighborhood Park or Playground,0.831,PSA4,11
2017,Miraloma Playground,Neighborhood Park or Playground,0.87,PSA5,7
2017,Mission Dolores Park,Neighborhood Park or Playground,0.9,PSA6,8
2017,Mission Playground,Neighborhood Park or Playground,0.93,PSA6,9
2017,Mission Rec Center,Neighborhood Park or Playground,0.903,PSA6,9
2017,Moscone Rec Center,Neighborhood Park or Playground,0.886,PSA1,2
2017,Mountain Lake Park,Neighborhood Park or Playground,0.928,PSA1,1
2017,Mt. Olympus,Neighborhood Park or Playground,0.864,PSA5,8
2017,Mullen & Peralta Mini Park,Mini Park,0.905,PSA6,9
2017,Muriel Leff Mini Park,Mini Park,0.942,PSA1,1
2017,Noe Valley Courts,Neighborhood Park or Playground,0.955,PSA5,8
2017,Page & Laguna Mini Park,Mini Park,0.92,PSA2,5
2017,Palace of Fine Arts,Civic Plaza or Square,0.907,PSA1,2
2017,Palega Playground,Neighborhood Park or Playground,0.947,PSA3,9
2017,Palou & Phelps Park,Neighborhood Park or Playground,0.878,PSA3,10
2017,Park Presidio Blvd,Parkway,0.814,PSA1,1
2017,Parkside Square,Neighborhood Park or Playground,0.857,PSA4,4
2017,Parque Ninos Unidos,Neighborhood Park or Playground,0.932,PSA6,9
2017,Patricia's Green in Hayes Valley,Mini Park,0.889,PSA2,5
2017,Peixotto Playground,Neighborhood Park or Playground,0.853,PSA5,8
2017,Pine Lake Park,Regional Park,0.809,PSA4,4
2017,Portsmouth Square,Neighborhood Park or Playground,0.806,PSA1,3
2017,Potrero del Sol,Neighborhood Park or Playground,0.848,PSA6,9
2017,Potrero Hill Rec Center,Neighborhood Park or Playground,0.958,PSA2,10
2017,Precita Park,Neighborhood Park or Playground,0.874,PSA6,9
2017,Prentiss Mini Park,Mini Park,0.955,PSA6,9
2017,Presidio Heights Playground,Neighborhood Park or Playground,0.954,PSA1,2
2017,Presidio Wall Playground,Neighborhood Park or Playground,0.947,PSA1,2
2017,Randolph & Bright Mini Park,Mini Park,0.895,PSA4,11
2017,Raymond Kimball Playground,Neighborhood Park or Playground,0.935,PSA2,5
2017,Richmond Playground,Neighborhood Park or Playground,0.932,PSA1,1
2017,Richmond Rec Center,Neighborhood Park or Playground,0.973,PSA1,1
2017,Rochambeau Playground,Neighborhood Park or Playground,0.93,PSA1,1
2017,Rolph Nicol Playground,Neighborhood Park or Playground,0.799,PSA4,4
2017,Roosevelt & Henry Stairs,Mini Park,0.9,PSA5,8
2017,Saturn Street Steps,Mini Park,0.876,PSA5,8
2017,Selby & Palou Mini Park,Mini Park,0.824,PSA3,10
2017,Seward Mini Park,Mini Park,0.846,PSA5,8
2017,Sgt. John Macaulay Park,Mini Park,0.934,PSA2,5
2017,Sigmund Stern Recreation Grove,Regional Park,0.803,PSA4,4
2017,Silver Terrace Playground,Neighborhood Park or Playground,0.81,PSA3,10
2017,SOMA West Dog Park,Neighborhood Park or Playground,0.834,PSA2,6
2017,SOMA West Skate Park,Neighborhood Park or Playground,0.842,PSA2,6
2017,South Park,Neighborhood Park or Playground,0.983,PSA2,6
2017,South Sunset Playground,Neighborhood Park or Playground,0.913,PSA4,4
2017,St. Mary's Rec Center,Neighborhood Park or Playground,0.912,PSA6,9
2017,St. Mary's Square,Civic Plaza or Square,0.879,PSA1,3
2017,States Street Playground,Neighborhood Park or Playground,0.837,PSA5,8
2017,Sue Bierman Park,Neighborhood Park or Playground,0.886,PSA1,3
2017,Sunnyside Conservatory,Mini Park,0.878,PSA5,7
2017,Sunnyside Playground,Neighborhood Park or Playground,0.916,PSA5,7
2017,Sunset Rec Center,Neighborhood Park or Playground,0.935,PSA4,4
2017,Telegraph Hill - Pioneer Park,Civic Plaza or Square,0.987,PSA1,3
2017,Tenderloin Recreation Center,Neighborhood Park or Playground,0.897,PSA2,5
2017,Turk & Hyde Mini Park,Mini Park,0.757,PSA2,5
2017,Union Square,Civic Plaza or Square,0.968,PSA2,3
2017,Upper Noe Rec Center,Neighborhood Park or Playground,0.955,PSA5,8
2017,Victoria Manalo Draves Park,Neighborhood Park or Playground,0.87,PSA2,6
2017,Visitacion Valley Greenway,Neighborhood Park or Playground,0.893,PSA3,10
2017,Visitacion Valley Playground,Neighborhood Park or Playground,0.79,PSA3,10
2017,Walter Haas Playground,Neighborhood Park or Playground,0.923,PSA5,8
2017,Washington & Hyde Mini Park,Mini Park,0.975,PSA1,3
2017,Washington Square,Civic Plaza or Square,0.849,PSA1,3
2017,West Portal Playground,Neighborhood Park or Playground,0.88,PSA4,7
2017,West Sunset Playground,Neighborhood Park or Playground,0.904,PSA4,4
2017,Willie Woo Woo Wong Playground,Neighborhood Park or Playground,0.893,PSA1,3
2017,Woh Hei Yuen Playground,Neighborhood Park or Playground,0.828,PSA1,3
2017,Yacht Harbor and Marina Green,Regional Park,0.829,PSA1,2
2017,Youngblood-Coleman Playground,Neighborhood Park or Playground,0.849,PSA3,10
2016,10th Ave & Clement Mini Park,Mini Park,0.902,PSA1,1
2016,24th & York Mini Park,Mini Park,0.93,PSA6,9
2016,Adam Rodgers Park,Neighborhood Park or Playground,0.756,PSA3,10
2016,Alamo Square,Neighborhood Park or Playground,0.814,PSA2,5
2016,Alice Chalmers Playground,Neighborhood Park or Playground,0.798,PSA3,11
2016,Alice Marble Tennis Courts,Neighborhood Park or Playground,0.92,PSA1,3
2016,Alioto Mini Park,Mini Park,0.891,PSA6,9
2016,Allyne Park,Neighborhood Park or Playground,0.767,PSA1,2
2016,Alta Plaza Park,Neighborhood Park or Playground,0.808,PSA1,2
2016,Angelo J. Rossi Playground,Neighborhood Park or Playground,0.916,PSA1,1
2016,Aptos Playground,Neighborhood Park or Playground,0.9,PSA4,7
2016,Argonne Playground,Neighborhood Park or Playground,0.886,PSA1,1
2016,Balboa Park,Neighborhood Park or Playground,0.945,PSA5,11
2016,Bayview K.C. Jones Playground,Neighborhood Park or Playground,0.728,PSA3,10
2016,Beideman & O'Farrell Mini Park,Mini Park,0.914,PSA2,5
2016,Bernal Heights Rec Center,Neighborhood Park or Playground,0.887,PSA6,9
2016,Betty Ann Ong Chinese Rec Center,Neighborhood Park or Playground,0.979,PSA1,3
2016,Broadway Tunnel West Mini Park,Mini Park,0.899,PSA1,3
2016,Brooks Park,Neighborhood Park or Playground,0.785,PSA4,11
2016,Buchanan Street Mall,Neighborhood Park or Playground,0.74,PSA2,5
2016,Buena Vista Park,Regional Park,0.74,PSA5,8
2016,Bush & Broderick Mini Park,Mini Park,0.94,PSA2,2
2016,Cabrillo Playground,Neighborhood Park or Playground,0.984,PSA1,1
2016,Carl Larsen Park,Neighborhood Park or Playground,0.843,PSA4,4
2016,Cayuga & Lamartine Mini Park,Mini Park,0.844,PSA5,11
2016,Cayuga Playground,Neighborhood Park or Playground,0.845,PSA3,11
2016,Coleridge Mini Park,Mini Park,0.904,PSA6,9
2016,Collis P. Huntington Park,Civic Plaza or Square,0.915,PSA1,3
2016,Corona Heights Park,Neighborhood Park or Playground,0.889,PSA5,8
2016,Coso & Precita Mini Park,Mini Park,0.896,PSA6,9
2016,Cottage Row Mini Park,Mini Park,0.959,PSA2,5
2016,Cow Hollow Playground,Neighborhood Park or Playground,0.865,PSA1,2
2016,Crocker Amazon Playground,Neighborhood Park or Playground,0.797,PSA3,11
2016,Douglass Playground,Neighborhood Park or Playground,0.875,PSA5,8
2016,Duboce Park,Neighborhood Park or Playground,0.853,PSA6,8
2016,DuPont Tennis Courts,Neighborhood Park or Playground,0.84,PSA1,1
2016,Embarcadero Plaza,Civic Plaza or Square,0.827,PSA1,3
2016,Esprit Park,Neighborhood Park or Playground,0.961,PSA2,10
2016,Eugene Friend Rec Center,Neighborhood Park or Playground,0.872,PSA2,6
2016,Eureka Valley Rec Center,Neighborhood Park or Playground,0.937,PSA5,8
2016,Excelsior Playground,Neighborhood Park or Playground,0.658,PSA3,11
2016,Fallen Bridge Mini Park,Mini Park,0.965,PSA2,10
2016,Father Alfred E. Boeddeker Park,Neighborhood Park or Playground,0.965,PSA2,5
2016,Fay Park,Neighborhood Park or Playground,0.972,PSA1,3
2016,Fillmore & Turk Mini Park,Mini Park,0.896,PSA2,5
2016,Franklin Square,Neighborhood Park or Playground,0.826,PSA2,9
2016,Fulton Playground,Neighborhood Park or Playground,0.977,PSA1,1
2016,Garfield Square,Neighborhood Park or Playground,0.815,PSA6,9
2016,George Christopher Playground,Neighborhood Park or Playground,0.818,PSA5,8
2016,Gilman Playground,Neighborhood Park or Playground,0.761,PSA3,10
2016,Glen Canyon Park,Regional Park,0.844,PSA5,8
2016,Golden Gate & Steiner Mini Park,Mini Park,0.97,PSA2,5
2016,Golden Gate Heights Park,Neighborhood Park or Playground,0.863,PSA4,7
2016,Golden Gate Park,Regional Park,0.849,GGP,1
2016,Grattan Playground,Neighborhood Park or Playground,0.921,PSA2,8
2016,Hamilton Rec Center,Neighborhood Park or Playground,0.911,PSA2,5
2016,Hayes Valley Playground,Neighborhood Park or Playground,0.929,PSA2,5
2016,Head & Brotherood Mini Park,Mini Park,0.803,PSA4,11
2016,Helen Wills Playground,Neighborhood Park or Playground,0.913,PSA1,3
2016,Herz Playground,Neighborhood Park or Playground,0.897,PSA3,10
2016,Hilltop Park,Neighborhood Park or Playground,0.887,PSA3,10
2016,Holly Park,Neighborhood Park or Playground,0.862,PSA6,9
2016,Hyde & Vallejo Mini Park,Mini Park,0.872,PSA1,3
2016,Ina Coolbrith Park,Mini Park,0.919,PSA1,3
2016,India Basin - Shoreline Park,Neighborhood Park or Playground,0.665,PSA3,10
2016,J.P. Murphy Playground,Neighborhood Park or Playground,0.951,PSA4,7
2016,Jackson Playground,Neighborhood Park or Playground,0.875,PSA2,10
2016,James Rolph Jr. Playground,Neighborhood Park or Playground,0.893,PSA6,9
2016,Japantown Peace Plaza,Civic Plaza or Square,0.792,PSA2,5
2016,Jefferson Square,Neighborhood Park or Playground,0.877,PSA2,5
2016,Joe DiMaggio Playground,Neighborhood Park or Playground,0.953,PSA1,3
2016,John McLaren Park,Neighborhood Park or Playground,0.755,PSA3,"9, 10, 11"
2016,Joost & Baden Mini Park,Mini Park,0.935,PSA5,8
2016,Jose Coronado Playground,Neighborhood Park or Playground,0.867,PSA6,9
2016,Joseph Conrad Mini Park,Mini Park,0.896,PSA1,3
2016,Joseph L. Alioto Performing Arts Piazza,Civic Plaza or Square,0.809,PSA2,5
2016,Joseph Lee Rec Center,Neighborhood Park or Playground,0.793,PSA3,10
2016,Junipero Serra Playground,Neighborhood Park or Playground,0.911,PSA4,7
2016,Juri Commons,Mini Park,0.814,PSA6,8
2016,Kelloch & Velasco Mini Park,Mini Park,0.829,PSA3,10
2016,Kid Power Park,Neighborhood Park or Playground,0.958,PSA6,9
2016,Koshland Park,Neighborhood Park or Playground,0.885,PSA2,5
2016,Lafayette Park,Neighborhood Park or Playground,0.957,PSA1,2
2016,Lake Merced Park,Regional Park,0.834,PSA4,7
2016,Laurel Hill Playground,Neighborhood Park or Playground,0.908,PSA1,2
2016,Lessing & Sears Mini Park,Mini Park,0.817,PSA3,11
2016,Lincoln Park,Regional Park,0.886,PSA1,1
2016,Little Hollywood Park,Neighborhood Park or Playground,0.852,PSA3,10
2016,Louis Sutter Playground,Neighborhood Park or Playground,0.863,PSA3,9
2016,Lower Great Highway,Parkway,0.831,PSA4,1
2016,Margaret S.Hayward Playground,Neighborhood Park or Playground,0.805,PSA2,5
2016,Maritime Plaza,Civic Plaza or Square,0.938,PSA1,3
2016,McCoppin Square,Neighborhood Park or Playground,0.831,PSA4,4
2016,McKinley Square,Neighborhood Park or Playground,0.868,PSA2,10
2016,Merced Heights Playground,Neighborhood Park or Playground,0.813,PSA4,11
2016,Michelangelo Playground,Neighborhood Park or Playground,0.868,PSA1,3
2016,Midtown Terrace Playground,Neighborhood Park or Playground,0.911,PSA4,7
2016,Minnie and Lovie Rec Center,Neighborhood Park or Playground,0.862,PSA4,11
2016,Miraloma Playground,Neighborhood Park or Playground,0.893,PSA5,7
2016,Mission Dolores Park,Neighborhood Park or Playground,0.892,PSA6,8
2016,Mission Playground,Neighborhood Park or Playground,0.955,PSA6,9
2016,Mission Rec Center,Neighborhood Park or Playground,0.866,PSA6,9
2016,Moscone Rec Center,Neighborhood Park or Playground,0.883,PSA1,2
2016,Mountain Lake Park,Neighborhood Park or Playground,0.888,PSA1,1
2016,Mt. Olympus,Neighborhood Park or Playground,0.896,PSA5,8
2016,Mullen & Peralta Mini Park,Mini Park,0.908,PSA6,9
2016,Muriel Leff Mini Park,Mini Park,0.951,PSA1,1
2016,Noe Valley Courts,Neighborhood Park or Playground,0.889,PSA5,8
2016,Page & Laguna Mini Park,Mini Park,0.912,PSA2,5
2016,Palace of Fine Arts,Civic Plaza or Square,0.886,PSA1,2
2016,Palega Playground,Neighborhood Park or Playground,0.951,PSA3,9
2016,Palou & Phelps Park,Neighborhood Park or Playground,0.847,PSA3,10
2016,Park Presidio Blvd,Parkway,0.781,PSA1,1
2016,Parkside Square,Neighborhood Park or Playground,0.822,PSA4,4
2016,Parque Ninos Unidos,Neighborhood Park or Playground,0.888,PSA6,9
2016,Patricia's Green in Hayes Valley,Mini Park,0.873,PSA2,5
2016,Peixotto Playground,Neighborhood Park or Playground,0.898,PSA5,8
2016,Pine Lake Park,Regional Park,0.766,PSA4,4
2016,Portsmouth Square,Neighborhood Park or Playground,0.877,PSA1,3
2016,Potrero del Sol,Neighborhood Park or Playground,0.861,PSA6,9
2016,Potrero Hill Rec Center,Neighborhood Park or Playground,0.925,PSA2,10
2016,Precita Park,Neighborhood Park or Playground,0.894,PSA6,9
2016,Prentiss Mini Park,Mini Park,0.954,PSA6,9
2016,Presidio Heights Playground,Neighborhood Park or Playground,0.901,PSA1,2
2016,Presidio Wall Playground,Neighborhood Park or Playground,0.9,PSA1,2
2016,Randolph & Bright Mini Park,Mini Park,0.955,PSA4,11
2016,Raymond Kimball Playground,Neighborhood Park or Playground,0.935,PSA2,5
2016,Richmond Playground,Neighborhood Park or Playground,0.841,PSA1,1
2016,Richmond Rec Center,Neighborhood Park or Playground,0.915,PSA1,1
2016,Rochambeau Playground,Neighborhood Park or Playground,0.889,PSA1,1
2016,Rolph Nicol Playground,Neighborhood Park or Playground,0.713,PSA4,4
2016,Roosevelt & Henry Stairs,Mini Park,0.921,PSA5,8
2016,Saturn Street Steps,Mini Park,0.919,PSA5,8
2016,Selby & Palou Mini Park,Mini Park,0.774,PSA3,10
2016,Seward Mini Park,Mini Park,0.887,PSA5,8
2016,Sgt. John Macaulay Park,Mini Park,0.904,PSA2,5
2016,Sigmund Stern Recreation Grove,Regional Park,0.831,PSA4,4
2016,Silver Terrace Playground,Neighborhood Park or Playground,0.827,PSA3,10
2016,SOMA West Dog Park,Neighborhood Park or Playground,0.956,PSA2,6
2016,SOMA West Skate Park,Neighborhood Park or Playground,0.855,PSA2,6
2016,South Park,Neighborhood Park or Playground,0.932,PSA2,6
2016,South Sunset Playground,Neighborhood Park or Playground,0.812,PSA4,4
2016,St. Mary's Rec Center,Neighborhood Park or Playground,0.913,PSA6,9
2016,St. Mary's Square,Civic Plaza or Square,0.801,PSA1,3
2016,States Street Playground,Neighborhood Park or Playground,0.911,PSA5,8
2016,Sue Bierman Park,Neighborhood Park or Playground,0.906,PSA1,3
2016,Sunnyside Conservatory,Mini Park,0.968,PSA5,7
2016,Sunnyside Playground,Neighborhood Park or Playground,0.916,PSA5,7
2016,Sunset Rec Center,Neighborhood Park or Playground,0.93,PSA4,4
2016,Telegraph Hill - Pioneer Park,Civic Plaza or Square,0.826,PSA1,3
2016,Tenderloin Recreation Center,Neighborhood Park or Playground,0.864,PSA2,5
2016,Turk & Hyde Mini Park,Mini Park,0.814,PSA2,5
2016,Union Square,Civic Plaza or Square,0.871,PSA2,3
2016,Upper Noe Rec Center,Neighborhood Park or Playground,0.917,PSA5,8
2016,Victoria Manalo Draves Park,Neighborhood Park or Playground,0.858,PSA2,6
2016,Visitacion Valley Greenway,Neighborhood Park or Playground,0.818,PSA3,10
2016,Visitacion Valley Playground,Neighborhood Park or Playground,0.708,PSA3,10
2016,Walter Haas Playground,Neighborhood Park or Playground,0.84,PSA5,8
2016,Washington & Hyde Mini Park,Mini Park,0.861,PSA1,3
2016,Washington Square,Civic Plaza or Square,0.92,PSA1,3
2016,West Portal Playground,Neighborhood Park or Playground,0.783,PSA4,7
2016,West Sunset Playground,Neighborhood Park or Playground,0.911,PSA4,4
2016,Willie Woo Woo Wong Playground,Neighborhood Park or Playground,0.861,PSA1,3
2016,Woh Hei Yuen Playground,Neighborhood Park or Playground,0.945,PSA1,3
2016,Yacht Harbor and Marina Green,Regional Park,0.876,PSA1,2
2016,Youngblood-Coleman Playground,Neighborhood Park or Playground,0.81,PSA3,10
2015,10th Ave & Clement Mini Park,Mini Park,0.888,PSA1,1
2015,24th & York Mini Park,Mini Park,0.896,PSA6,9
2015,Adam Rodgers Park,Neighborhood Park or Playground,0.888,PSA3,10
2015,Alamo Square,Neighborhood Park or Playground,0.842,PSA2,5
2015,Alice Chalmers Playground,Neighborhood Park or Playground,0.755,PSA3,11
2015,Alice Marble Tennis Courts,Neighborhood Park or Playground,0.951,PSA1,3
2015,Alioto Mini Park,Mini Park,0.93,PSA6,9
